"Reservoir","Site","DateTime","SampleTime","StartDepth_m","EndDepth_m","Taxon","Density_IndPerL","MeanLength_mm","MeanWeight_ug","Biomass_ugL","Flag_Density","Flag_Length","Flag_Weight","Flag_Biomass"
"SHR",50,2014-10-03 12:00:00,12:00:00,28.5,0,"Ascomorpha",0.41,NA,NA,NA,0,0,0,0
"SHR",50,2014-10-24 12:00:00,12:00:00,28.5,0,"Ascomorpha",0.04,NA,NA,NA,0,0,0,0
"SHR",50,2015-05-08 12:00:00,12:00:00,28,0,"Ascomorpha",0.25,NA,NA,NA,0,0,0,0
"SHR",50,2015-05-22 12:00:00,12:00:00,28,0,"Ascomorpha",0.25,NA,NA,NA,0,0,0,0
"SHR",50,2015-06-26 12:00:00,12:00:00,28,0,"Ascomorpha",0.38,NA,NA,NA,0,0,0,0
"SHR",50,2015-08-07 12:00:00,12:00:00,28,0,"Ascomorpha",0.25,NA,NA,NA,0,0,0,0
"SHR",50,2015-08-26 12:00:00,12:00:00,28,0,"Ascomorpha",1.52,NA,NA,NA,0,0,0,0
"BVR",50,2016-05-20 10:00:00,10:00:00,6,0,"Ascomorpha",17.68,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-02 10:30:00,10:30:00,4,0,"Ascomorpha",2.65,NA,NA,NA,0,0,0,0
"BVR",50,2016-07-07 10:40:00,10:40:00,6,0,"Ascomorpha",4.72,NA,NA,NA,0,0,0,0
"BVR",50,2016-10-25 10:15:00,10:15:00,6,0,"Ascomorpha",8.25,NA,NA,NA,0,0,0,0
"BVR",50,2016-04-20 09:30:00,09:30:00,8,0,"Ascomorpha",1.47,NA,NA,NA,0,0,0,0
"BVR",50,2016-05-20 10:00:00,10:00:00,9,0,"Ascomorpha",7.86,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-02 10:30:00,10:30:00,9,0,"Ascomorpha",3.54,NA,NA,NA,0,0,0,0
"BVR",50,2016-07-07 10:40:00,10:40:00,9,0,"Ascomorpha",3.14,NA,NA,NA,0,0,0,0
"BVR",50,2016-10-25 10:15:00,10:15:00,9,0,"Ascomorpha",5.5,NA,NA,NA,0,0,0,0
"BVR",50,2016-04-20 09:30:00,09:30:00,9,4,"Ascomorpha",2.95,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-02 10:30:00,10:30:00,9,4,"Ascomorpha",4.24,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-13 09:55:00,09:55:00,7,0,"Ascomorpha",5.05,NA,NA,NA,0,0,0,0
"CCR",50,2016-06-11 08:25:00,08:25:00,7,0,"Ascomorpha",1.01,NA,NA,NA,0,0,0,0
"CCR",50,2016-06-29 10:25:00,10:25:00,7,0,"Ascomorpha",2.02,NA,NA,NA,0,0,0,0
"CCR",50,2016-07-29 10:40:00,10:40:00,7,0,"Ascomorpha",2.02,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-29 09:30:00,09:30:00,7,0,"Ascomorpha",5.05,NA,NA,NA,0,0,0,0
"CCR",50,2016-09-12 09:05:00,09:05:00,7,0,"Ascomorpha",40.42,NA,NA,NA,0,0,0,0
"CCR",50,2016-09-26 09:40:00,09:40:00,7,0,"Ascomorpha",4.04,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-13 09:55:00,09:55:00,20,0,"Ascomorpha",1.77,NA,NA,NA,0,0,0,0
"CCR",50,2016-06-11 08:25:00,08:25:00,21,0,"Ascomorpha",0.67,NA,NA,NA,0,0,0,0
"CCR",50,2016-06-29 10:25:00,10:25:00,21,0,"Ascomorpha",0.67,NA,NA,NA,0,0,0,0
"CCR",50,2016-07-29 10:40:00,10:40:00,21,0,"Ascomorpha",2.36,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-29 09:30:00,09:30:00,21,0,"Ascomorpha",8.76,NA,NA,NA,0,0,0,0
"CCR",50,2016-09-12 09:05:00,09:05:00,20,0,"Ascomorpha",30.06,NA,NA,NA,0,0,0,0
"CCR",50,2016-09-26 09:40:00,09:40:00,20,0,"Ascomorpha",3.54,NA,NA,NA,0,0,0,0
"CCR",50,2016-06-11 08:25:00,08:25:00,21,7,"Ascomorpha",0.51,NA,NA,NA,0,0,0,0
"CCR",50,2016-07-29 10:40:00,10:40:00,21,7,"Ascomorpha",2.53,NA,NA,NA,0,0,0,0
"CCR",50,2016-08-29 09:30:00,09:30:00,21,7,"Ascomorpha",10.61,NA,NA,NA,0,0,0,0
"CCR",50,2016-09-12 09:05:00,09:05:00,20,7,"Ascomorpha",24.49,NA,NA,NA,0,0,0,0
"CCR",50,2016-09-26 09:40:00,09:40:00,20,7,"Ascomorpha",3.26,NA,NA,NA,0,0,0,0
"GWR",50,2015-04-13 16:00:00,16:00:00,6,0,"Ascomorpha",14.15,NA,NA,NA,0,0,0,0
"GWR",50,2016-05-25 13:00:00,13:00:00,6,0,"Ascomorpha",3.54,NA,NA,NA,0,0,0,0
"GWR",50,2016-06-10 11:30:00,11:30:00,6,0,"Ascomorpha",11.79,NA,NA,NA,0,0,0,0
"GWR",50,2016-07-22 13:00:00,13:00:00,6,0,"Ascomorpha",4.72,NA,NA,NA,0,0,0,0
"GWR",50,2016-10-03 09:00:00,09:00:00,7,0,"Ascomorpha",1.01,NA,NA,NA,0,0,0,0
"GWR",50,2015-04-13 16:00:00,16:00:00,13,0,"Ascomorpha",16.32,NA,NA,NA,0,0,0,0
"GWR",50,2016-05-25 13:00:00,13:00:00,13,0,"Ascomorpha",3.81,NA,NA,NA,0,0,0,0
"GWR",50,2016-06-10 11:30:00,11:30:00,13,0,"Ascomorpha",5.44,NA,NA,NA,0,0,0,0
"GWR",50,2016-07-22 13:00:00,13:00:00,13,0,"Ascomorpha",3.26,NA,NA,NA,0,0,0,0
"GWR",50,2016-10-03 09:00:00,09:00:00,13,0,"Ascomorpha",0.54,NA,NA,NA,0,0,0,0
"GWR",50,2016-10-17 09:00:00,09:00:00,12,0,"Ascomorpha",0.59,NA,NA,NA,0,0,0,0
"GWR",50,2015-04-13 16:00:00,16:00:00,13,6,"Ascomorpha",18.19,NA,NA,NA,0,0,0,0
"GWR",50,2016-05-25 13:00:00,13:00:00,13,6,"Ascomorpha",4.04,NA,NA,NA,0,0,0,0
"GWR",50,2016-07-22 13:00:00,13:00:00,13,6,"Ascomorpha",2.02,NA,NA,NA,0,0,0,0
"GWR",50,2016-10-17 09:00:00,09:00:00,12,9,"Ascomorpha",2.36,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 12:00:00,12:00:00,1,1,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 12:00:00,12:00:00,5,5,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 12:00:00,12:00:00,6.5,6.5,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 12:00:00,12:00:00,7.5,7.5,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 12:00:00,12:00:00,8.5,8.5,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,0.1,0.1,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,1,1,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,2,2,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,3,3,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,4,4,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,5,5,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,6,6,"Ascomorpha",26,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,7,7,"Ascomorpha",16,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-07 20:00:00,20:00:00,8,8,"Ascomorpha",20,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 00:00:00,00:00:00,1,1,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 00:00:00,00:00:00,3,3,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 00:00:00,00:00:00,5,5,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 00:00:00,00:00:00,6,6,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 00:00:00,00:00:00,7,7,"Ascomorpha",12,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 02:00:00,02:00:00,4,4,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 02:00:00,02:00:00,5,5,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 02:00:00,02:00:00,6,6,"Ascomorpha",26,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 02:00:00,02:00:00,7,7,"Ascomorpha",24,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 02:00:00,02:00:00,8,8,"Ascomorpha",32,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 06:00:00,06:00:00,1,1,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 06:00:00,06:00:00,3,3,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 06:00:00,06:00:00,5,5,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 06:00:00,06:00:00,6,6,"Ascomorpha",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 06:00:00,06:00:00,7,7,"Ascomorpha",34,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 06:00:00,06:00:00,8,8,"Ascomorpha",12,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,0.1,0.1,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,1,1,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,2,2,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,3,3,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,4,4,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,5,5,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,6,6,"Ascomorpha",18,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,7,7,"Ascomorpha",20,NA,NA,NA,0,0,0,0
"BVR",50,2016-06-08 12:00:00,12:00:00,8,8,"Ascomorpha",20,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,1,1,"Ascomorpha",13.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,2,2,"Ascomorpha",16.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,3,3,"Ascomorpha",13.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,4,4,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,5,5,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,6,6,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,7,7,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,0.1,0.1,"Ascomorpha",5,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,1,1,"Ascomorpha",18,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,2,2,"Ascomorpha",18,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,3,3,"Ascomorpha",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,4,4,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,5,5,"Ascomorpha",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,6,6,"Ascomorpha",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,7,7,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,8,8,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,10,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,0.1,0.1,"Ascomorpha",12,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,1,1,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,2,2,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,3,3,"Ascomorpha",18,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,4,4,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,5,5,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,6,6,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,7,7,"Ascomorpha",6,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,8,8,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,10,10,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,0.1,0.1,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,1,1,"Ascomorpha",12,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,2,2,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,3,3,"Ascomorpha",12,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,4,4,"Ascomorpha",16,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,5,5,"Ascomorpha",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,6,6,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,7,7,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,8,8,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,10,10,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,0.1,0.1,"Ascomorpha",20,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,1,1,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,2,2,"Ascomorpha",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,3,3,"Ascomorpha",16,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,4,4,"Ascomorpha",13.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,5,5,"Ascomorpha",16.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,6,6,"Ascomorpha",14,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,7,7,"Ascomorpha",16,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,8,8,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,9,9,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,10,10,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,0.1,0.1,"Ascomorpha",1.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,2,2,"Ascomorpha",6.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,3,3,"Ascomorpha",23.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,4,4,"Ascomorpha",16.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,5,5,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,6,6,"Ascomorpha",6.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,7,7,"Ascomorpha",5,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,8,8,"Ascomorpha",10,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,9,9,"Ascomorpha",3.33,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,7,0,"Ascomorpha",6.13,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,7,0,"Ascomorpha",2.02,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,7,0,"Ascomorpha",2.02,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,7,0,"Ascomorpha",2.02,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,7,0,"Ascomorpha",3.54,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 12:00:00,12:00:00,10,0,"Ascomorpha",4.6,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,0,"Ascomorpha",4.24,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 00:00:00,00:00:00,10,0,"Ascomorpha",1.41,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,10,0,"Ascomorpha",2.26,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,10,0,"Ascomorpha",2.83,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,7,"Ascomorpha",9.43,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 02:00:00,02:00:00,10,7,"Ascomorpha",2.83,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,10,7,"Ascomorpha",1.18,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,7,0,"Ascomorpha",0.67,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,7,0,"Ascomorpha",0.4,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,7,0,"Ascomorpha",0.4,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,0,"Ascomorpha",0.71,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 06:00:00,06:00:00,10,0,"Ascomorpha",0.28,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-04 12:00:00,12:00:00,10,0,"Ascomorpha",0.28,NA,NA,NA,0,0,0,0
"BVR",50,2016-08-03 20:00:00,20:00:00,10,7,"Ascomorpha",0.79,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,1,1,"Ascomorpha",5,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,2,2,"Ascomorpha",6.43,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,3,3,"Ascomorpha",6.25,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,4,4,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,5,5,"Ascomorpha",3,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 12:00:00,12:00:00,6,6,"Ascomorpha",8,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,2,2,"Ascomorpha",4,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,3,3,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,4,4,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,5,5,"Ascomorpha",5,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-27 19:00:00,19:00:00,6,6,"Ascomorpha",1,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,0.1,0.1,"Ascomorpha",1,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,2,2,"Ascomorpha",3,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,3,3,"Ascomorpha",1,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,4,4,"Ascomorpha",2,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,5,5,"Ascomorpha",1,NA,NA,NA,0,0,0,0
"CCR",50,2016-05-28 00:00:00,00:00:00,6,6,"Ascomorpha",1,NA,NA,NA,0,0,0,0
